customer_id,country,gender,age,balance,products_number,active_member,churn
15589975,France,Female,73,97259.25,1,1,0
15804017,Germany,Female,33,123246.7,1,0,0
15692132,Spain,Female,22,101060.25,1,1,0
15641122,France,Male,30,0,2,0,0
15630910,France,Female,49,108007.36,1,0,0
15680772,Spain,Female,36,0,2,1,0
15658929,Spain,Male,29,133702.89,1,0,1
15585388,Germany,Male,31,125189.75,2,1,0
15724623,Germany,Female,24,113034.22,1,0,1
15588537,Spain,Female,41,109013.23,1,0,0
15574692,Spain,Female,39,0,2,0,1
15611325,Germany,Male,24,57929.81,2,0,0
15587562,France,Female,29,130114.39,1,0,0
15613172,Germany,Male,27,95826.49,2,0,0
15651022,Germany,Male,44,129608.57,1,0,1
15586310,France,Male,30,169462.09,1,0,0
15625524,France,Male,40,0,2,1,0
15755209,Spain,Female,35,133868.21,1,1,0
15645248,France,Female,30,0,2,1,0
15790355,Germany,Male,36,190479.48,2,0,0
15762615,Spain,Female,40,101993.12,1,1,0
15625426,Germany,Female,55,161608.81,1,0,1
15716334,Spain,Female,45,122311.21,1,1,0
15789669,France,Male,65,0,2,1,0
15621075,Germany,Female,45,162150.42,2,0,0
15810845,France,Male,42,0,2,1,0
15719377,France,Female,50,0,1,1,1
15654506,France,Male,32,0,2,0,0
15771977,France,Female,39,99010.67,1,0,0
15708710,Spain,Female,37,0,1,1,0
15726676,Spain,Male,30,0,2,1,0
15587421,Germany,Female,34,111388.18,2,0,0
15726931,France,Female,41,56214.85,2,0,1
15771086,France,Female,36,84327.77,2,0,0
15756850,France,Male,40,0,2,0,0
15702741,France,Male,32,93012.89,1,0,0
15679200,Spain,Male,29,61710.44,2,0,0
15594815,France,Male,35,174790.15,1,1,0
15635905,Spain,Female,32,0,2,1,0
15777892,Germany,Male,37,107720.64,1,1,0
15656176,France,Male,57,0,2,1,0
15811127,France,Male,35,96423.84,1,0,0
15604482,Spain,Male,30,141040.01,1,1,0
15622911,France,Male,42,105420.18,1,1,0
15600974,Spain,Male,50,0,1,1,1
15727868,France,Female,38,129022.06,2,1,1
15627801,Spain,Male,33,176666.62,1,0,0
15773039,France,Male,37,0,1,1,0
15755262,Spain,Female,41,89763.84,1,0,1
15679531,France,Male,34,134954.53,1,1,0
15684181,France,Male,45,0,1,0,1
15612087,France,Male,45,106376.85,1,1,0
15752047,Germany,Male,33,161814.64,2,0,0
15624592,France,Male,31,0,2,1,0
15573152,France,Female,41,0,2,0,0
15594917,France,Female,34,63095.01,1,1,0
15785542,Germany,Male,26,118287.01,2,0,0
15723488,Germany,Male,47,106854.21,1,1,1
15680920,France,Male,46,49512.55,1,0,0
15786308,Spain,Female,33,0,2,0,0
15659366,France,Male,43,105799.32,2,0,1
15774854,France,Male,54,0,1,1,1
15725311,France,Female,31,114722.05,2,1,0
15787155,Spain,Male,30,0,1,1,0
15727829,France,Male,42,0,2,1,0
15733247,France,Male,33,0,1,0,1
15568748,Germany,Male,45,99564.22,1,1,1
15699029,France,Male,37,170557.91,2,0,0
15774393,France,Female,30,0,2,1,0
15676895,Germany,Female,39,74596.15,3,1,1
15637753,Germany,Male,50,96888.39,1,0,1
15605461,Germany,Female,29,130830.22,1,0,0
15808473,France,Male,72,0,2,1,0
15627000,France,Male,40,0,2,0,0
15787174,France,Female,37,0,2,1,0
15723886,Germany,Male,20,119714.25,2,1,0
15704769,France,Female,67,113978.97,2,1,0
15772896,Germany,Male,42,100160.75,1,0,1
15711540,France,Female,29,0,1,1,0
15764866,Germany,Female,43,116220.5,3,0,1
15794056,France,Female,46,0,3,0,1
15795149,France,Male,28,81173.83,2,1,0
15812009,Spain,Male,38,0,2,0,0
15651001,Germany,Female,39,116803.8,1,0,0
15813844,France,Male,37,105961.68,2,1,0
15596175,Germany,Male,67,117411.6,1,1,1
15576269,Spain,Male,34,0,2,0,0
15797219,France,Female,40,123497.58,1,0,1
15685500,Germany,Male,26,152400.51,2,0,0
15599792,France,Female,26,0,2,1,0
15657566,Germany,Male,24,103097.85,1,1,0
15772423,Germany,Male,54,126418.14,1,0,1
15628112,Germany,Female,36,77846.9,1,0,0
15753754,Spain,Female,34,0,2,1,0
15793726,France,Female,79,0,2,1,0
15694717,Germany,Male,37,79731.91,1,1,0
15665834,Spain,Male,28,0,1,0,0
15765297,Spain,Male,41,0,2,1,0
15636684,France,Male,34,0,2,1,0
15592979,Germany,Female,34,37266.67,2,0,0
15750803,France,Female,30,127992.25,1,1,0
15607178,Germany,Male,38,54901.01,1,1,0
15713853,Germany,Male,42,108748.08,2,1,0
15673481,Spain,Female,48,99906.19,1,0,0
15686776,France,Female,32,184686.41,2,0,0
15673693,France,Female,26,110654.02,1,1,0
15700696,Spain,Male,31,79019.8,1,1,0
15813163,Spain,Female,36,99240.51,1,0,0
15653857,France,Male,34,0,2,1,0
15777076,France,Male,36,0,2,0,0
15717398,Spain,Female,39,0,1,0,1
15799217,Germany,Female,35,52436.2,1,0,0
15787071,Spain,Male,41,0,2,1,0
15619955,Germany,Male,34,100337.96,3,0,1
15796505,Germany,Female,34,149297.19,2,1,0
15725166,France,Male,30,0,2,0,0
15800116,Germany,Male,28,145605.44,1,1,0
15758685,Spain,Female,37,0,2,1,0
15694456,France,Male,62,0,1,1,1
15767339,France,Female,53,0,2,0,0
15683562,France,Male,35,84026.86,1,1,0
15782210,France,Male,46,0,1,0,1
15668893,France,Male,39,0,2,1,0
15669169,Spain,Male,29,0,2,1,0
15643024,Germany,Male,35,138718.92,1,1,1
15699389,France,Male,42,118274.71,1,1,0
15708608,France,Female,22,174185.98,2,1,0
15626144,France,Male,40,113208.86,2,0,0
15573112,Spain,Male,29,103907.28,1,0,0
15790678,France,Female,32,119023.28,1,0,0
15727556,Spain,Female,26,166297.89,1,1,0
15697307,Spain,Male,34,0,2,0,0
15652266,Germany,Male,42,63227,1,1,0
15607098,Spain,Female,41,94521.17,2,0,0
15655774,France,Male,27,0,2,0,0
15590241,Spain,Female,34,112822.26,1,0,1
15785819,France,Male,38,0,2,1,0
15723654,France,Male,25,135903.33,1,0,0
15774510,France,Female,31,125169.26,1,1,0
15684173,Spain,Female,44,0,3,0,1
15650068,France,Male,58,149117.31,1,1,0
15811490,France,Male,33,0,2,1,0
15803976,France,Female,31,0,2,0,0
15682541,Spain,Female,36,132311.71,1,0,0
15695699,France,Male,35,0,2,0,0
15624188,France,Female,33,0,2,1,0
15812191,France,Male,33,118082.89,1,0,0
15636673,France,Male,31,119266.69,1,1,0
15594898,France,Male,43,0,1,1,1
15660211,Germany,Male,35,156847.29,2,0,0
15773972,France,Male,50,137104.47,1,0,1
15746726,Germany,Male,31,78398.69,1,0,0
15712287,France,Female,80,0,2,1,0
15702919,Germany,Male,30,63669.42,1,0,0
15674398,France,Male,38,0,2,0,0
15797960,Germany,Female,59,135296.33,1,0,0
15631868,Spain,Male,36,153804.44,1,1,0
15581539,Spain,Male,37,0,2,0,0
15662736,France,Male,49,147069.78,1,0,1
15666252,Spain,Male,42,0,2,1,0
15677512,Spain,Female,22,0,1,0,0
15626114,France,Male,24,95741.75,1,0,0
15810834,Spain,Female,57,145965.33,1,1,0
15678910,France,Female,30,141441.75,1,1,0
15694408,France,Male,40,139290.41,1,0,1
15585215,France,Female,31,0,2,0,0
15682757,France,Male,30,0,2,0,0
15736601,France,Male,35,144428.87,1,0,0
15601848,France,Male,35,0,2,0,0
15736008,France,Female,46,95441.27,1,0,1
15669064,Germany,Male,35,144848.74,1,1,0
15624528,Germany,Male,26,116244.14,2,1,0
15598493,France,Male,50,0,2,1,0
15601274,Spain,Female,40,146502.07,1,0,0
15702669,Germany,Male,44,117028.6,2,1,0
15728669,Germany,Female,30,112013.81,1,0,1
15742668,Spain,Female,37,108269.37,1,0,0
15697441,France,Male,29,182123.79,1,0,1
15740476,Germany,Female,32,150923.74,2,1,0
15648064,France,Male,33,0,2,0,0
15636624,Spain,Female,39,165272.13,1,0,1
15807923,Germany,Female,39,115301.31,1,0,1
15745844,Germany,Female,40,129502.49,2,1,1
15786170,France,Male,31,118342.26,1,0,0
15681081,Spain,Female,47,0,2,1,0
15684484,France,Male,22,0,2,0,0
15785869,France,Female,25,0,2,0,0
15763859,France,Female,43,0,2,0,0
15658935,Germany,Female,34,106937.05,2,0,0
15747358,Germany,Male,59,170331.37,1,1,0
15735203,Germany,Female,32,114510.85,1,1,0
15576256,France,Male,39,0,2,1,0
15659420,Spain,Male,32,107594.11,2,1,0
15593365,Spain,Male,39,81273.13,1,1,0
15777352,Spain,Female,32,169399.6,1,0,0
15812007,Spain,Male,25,0,2,1,0
15625461,France,Female,45,187841.99,2,1,0
15739438,France,Male,30,0,2,0,0
15611759,Spain,Female,57,126776.3,2,1,0
15661629,Spain,Male,34,126436.29,1,0,1
15633950,France,Male,41,101960.74,1,1,0
15592386,France,Male,58,0,2,1,0
15803716,Spain,Male,28,0,2,1,0
15696674,Germany,Female,45,150842.93,1,1,1
15706365,France,Female,50,102535.57,1,1,0
15745088,Germany,Female,29,99027.61,2,0,0
15676715,France,Male,68,0,2,1,0
15613085,Spain,Female,33,0,1,1,0
15633537,Germany,Female,42,87271.41,2,0,0
15594720,Germany,Female,35,102742.91,2,1,0
15684042,Germany,Male,34,40105.51,2,1,0
15583303,France,Female,29,152265.43,1,0,0
15611579,Spain,Male,42,141947.67,1,1,0
15774696,Germany,Female,75,106307.91,2,1,0
15694506,Germany,Male,31,107884.81,2,1,0
15688074,Germany,Male,31,125013.72,1,1,0
15759537,Germany,Male,35,58469.37,2,1,0
15758449,France,Female,39,0,1,1,0
15583456,Germany,Male,45,117231.63,3,1,1
15667871,Spain,Male,35,152390.26,1,0,0
15677371,Spain,Female,30,34013.63,1,0,0
15629677,Spain,Female,39,0,3,0,1
15713578,France,Female,50,0,2,1,0
15591509,France,Male,36,101583.11,2,0,0
15568240,Germany,Female,30,77168.87,2,1,0
15622993,Germany,Male,28,124695.72,2,0,0
15689294,Germany,Male,44,105934.96,1,0,0
15720910,France,Female,66,0,1,1,0
15721181,Spain,Male,46,0,2,0,0
15776433,Spain,Male,62,0,2,1,0
15748936,Spain,Female,45,0,2,1,0
15717225,France,Female,21,161525.96,2,0,0
15685226,Germany,Female,29,147199.07,1,1,0
15785611,Germany,Male,38,183102.29,1,1,0
15573456,Spain,Male,46,127209,2,0,1
15684548,Spain,Male,38,0,2,0,1
15620505,Spain,Female,24,97378.54,1,1,0
15807432,Germany,Female,37,136925.09,2,1,0
15584766,France,Male,33,54503.55,1,1,0
15612187,Germany,Male,32,155726.85,1,0,0
15762218,France,Female,39,0,2,1,0
15646372,France,Female,66,135842.41,1,0,1
15690452,France,Male,52,63349.75,1,0,0
15747795,Germany,Female,38,129499.42,1,1,0
15781589,Spain,Male,52,0,2,1,0
15732674,Spain,Male,36,70438.01,2,1,0
15642291,France,Male,23,0,2,1,0
15692761,France,Male,36,0,1,0,0
15578045,Spain,Female,49,141434.04,1,0,1
15745354,Spain,Female,37,0,2,0,0
15701376,Germany,Male,37,152958.29,2,1,0
15691625,Germany,Female,41,138306.34,1,0,0
15566594,Spain,Male,23,0,2,0,0
15760431,France,Male,38,0,2,1,0
15686302,Spain,Female,31,124328.84,1,1,0
15801559,Germany,Female,41,181461.48,3,1,1
15810432,Spain,Male,35,0,2,0,0
15809616,Spain,Male,26,0,2,0,0
15720559,Germany,Female,61,110368.03,1,0,1
15695632,France,Female,39,89588.35,1,1,0
15659843,France,Female,46,0,2,0,0
15615624,France,Female,28,0,2,0,0
15810418,Germany,Female,60,115924.89,1,0,1
15716186,France,Female,38,0,2,0,0
15674551,Germany,Male,40,111756.5,1,0,1
15622834,France,Female,35,0,1,0,0
15566111,France,Male,39,0,1,0,0
15784597,France,Male,26,162923.85,1,0,0
15652883,Germany,Male,39,124576.65,2,0,0
15806964,France,Male,45,80793.58,1,1,0
15576313,Germany,Female,40,71340.09,1,0,0
15806467,Germany,Male,40,99282.63,1,0,1
15597602,Germany,Male,57,137946.39,1,1,1
15743040,Germany,Male,41,127892.57,2,1,0
15705521,Germany,Female,33,101084.36,1,0,0
15595039,Germany,Female,37,114754.08,1,0,1
15799384,France,Male,33,0,1,0,0
15581197,France,Female,51,99286.98,1,1,0
15693737,Germany,Female,30,79871.02,2,0,0
15624623,France,Male,35,104088.59,2,0,0
15783501,France,Female,38,168190.33,2,0,0
15690134,Germany,Female,42,85679.25,1,1,0
15782735,France,Female,35,0,1,0,0
15611088,France,Female,31,0,2,0,0
15672145,France,Female,34,121551.58,2,1,0
15732628,France,Male,46,122220.19,1,1,0
15787470,Spain,Male,47,116528.15,1,0,1
15803406,France,Female,26,77780.29,1,1,0
15730460,France,Male,37,0,1,0,0
15644572,France,Male,40,125832.2,1,1,0
15694860,France,Female,38,68065.8,1,0,1
15658169,Spain,Female,47,127299.34,2,0,0
15794396,Germany,Female,38,174937.64,1,0,0
15785798,France,Male,40,0,2,1,0
15710825,Spain,Male,31,110071.1,1,0,0
15668444,Spain,Female,44,139432.37,1,0,0
15726631,France,Female,39,127357.76,1,1,0
15733797,France,Male,36,0,2,0,0
15747960,France,Male,33,0,1,1,0
15634632,France,Male,38,0,2,0,0
15707362,Germany,Male,43,95556.31,1,1,1
15662976,Spain,Male,37,0,1,1,0
15732778,Germany,Male,29,111681.98,2,1,0
15718443,France,Male,39,0,2,0,0
15670039,Spain,Female,25,108738.71,2,0,0
15773792,France,Female,32,133950.37,1,1,1
15613786,Spain,Male,26,0,2,1,0
15726032,France,Male,33,89968.69,1,0,0
15663252,Spain,Female,32,0,2,1,0
15593782,Germany,Female,38,130878.75,3,0,1
15633283,France,Male,35,0,2,0,0
15749167,France,Male,35,0,2,1,0
15759298,Spain,Male,27,134169.62,1,1,0
15683625,France,Male,37,149762.08,1,0,1
15635367,France,Male,26,93844.69,1,0,0
15681705,France,Male,28,0,2,0,0
15603156,France,Female,33,0,2,0,0
15591986,Germany,Male,46,141078.37,1,0,1
15798888,Germany,Female,31,117992.59,1,1,0
15809722,France,Female,40,100812.33,2,0,0
15677538,France,Male,38,0,1,1,0
15797736,France,Male,29,80262.6,1,1,0
15695585,Spain,Male,34,156478.62,1,1,0
15744398,France,Female,23,0,2,0,0
15750658,France,Male,37,0,3,0,0
15578186,Germany,Male,37,115217.99,2,0,0
15676519,Spain,Male,61,0,2,0,1
15637954,France,Female,35,155470.55,1,1,0
15758639,France,Male,37,0,2,0,0
15613772,France,Male,39,135096.77,1,1,1
15731744,France,Male,30,0,2,1,0
15807709,Germany,Female,55,180075.22,1,1,0
15714689,Spain,Male,29,97541.24,1,1,0
15699005,France,Female,41,156067.05,1,1,0
15624170,France,Female,38,81550.94,2,1,0
15725679,France,Female,47,0,1,0,1
15585865,France,Female,38,170061.92,2,0,1
15804256,Germany,Male,36,92310.54,2,1,0
15662403,France,Female,32,169089.38,2,0,0
15733616,France,Male,40,80613.93,1,1,0
15591995,Germany,Male,26,121581.56,2,1,0
15677020,France,Female,58,0,1,1,1
15727688,Spain,Male,32,0,2,1,0
15715941,France,Male,54,0,2,1,0
15714485,France,Male,60,85891.55,1,0,1
15730059,Spain,Male,44,77637.35,2,1,0
15715527,Spain,Female,41,0,1,0,0
15576623,France,Male,31,0,2,0,0
15805565,Germany,Male,30,116927.89,1,0,0
15677307,Germany,Female,40,137326.65,1,0,0
15773890,France,Male,22,0,2,1,0
15598883,Spain,Female,37,0,2,1,0
15568506,Germany,Female,31,67238.98,2,1,0
15761043,Germany,Female,38,86569.76,2,0,0
15782236,Spain,Male,34,0,2,0,0
15593601,France,Male,34,133598.4,1,1,0
15682048,France,Female,51,136188.78,1,1,1
15746902,Spain,Male,38,0,2,0,0
15752081,France,Female,56,0,3,1,1
15781307,Germany,Male,37,120092.52,2,0,0
15775912,France,Male,48,101238.24,2,1,1
15745417,France,Male,58,89685.92,1,1,0
15671256,France,Female,35,211774.31,1,0,1
15653547,France,Male,56,131317.48,1,1,0
15595766,Spain,Male,37,93722.73,2,1,0
15742358,Germany,Male,32,101160.99,1,1,0
15763274,France,Male,48,120320.54,1,0,0
15786063,France,Female,31,0,2,1,0
15600258,France,Male,43,0,2,1,0
15573318,France,Male,26,0,2,0,0
15653849,Germany,Female,48,152827.99,1,0,1
15694272,France,Male,30,64097.75,1,1,0
15736112,Spain,Female,57,119035.35,2,1,0
15749851,Spain,Female,26,135219.57,1,1,0
15663478,France,Male,32,93694.42,1,1,0
15592300,Spain,Male,35,59408.63,1,0,0
15567832,France,Female,40,114354.95,1,0,0
15776780,France,Male,59,0,1,0,1
15592846,Germany,Male,35,128173.9,2,0,0
15739803,Spain,Male,34,0,2,0,0
15794142,Germany,Female,62,114931.35,3,1,1
15762729,Germany,Female,28,111071.36,1,0,1
15667896,France,Male,37,151226.18,2,1,0
15626578,France,Male,26,0,2,1,0
15776223,France,Female,42,64740.12,1,1,0
15705953,Spain,Male,51,169312.13,1,0,1
15802593,France,Female,49,0,3,1,1
15615457,Spain,Female,44,112652.08,2,0,0
15708916,France,Male,38,0,2,0,0
15720187,Germany,Female,30,143964.36,2,0,0
15595440,France,Male,49,122451.46,2,1,0
15600651,France,Male,24,0,3,1,0
15750141,Germany,Female,36,65253.07,2,0,0
15657284,Germany,Male,47,106901.94,1,1,1
15763063,Spain,Female,25,128509.63,1,0,0
15709324,France,Male,34,0,2,0,0
15711309,Germany,Male,33,129834.67,1,0,0
15775318,Spain,Female,51,154962.99,3,1,1
15705515,Germany,Male,40,138241.9,2,0,0
15634844,Germany,Male,41,91536.93,1,0,1
15717046,Spain,Male,53,0,2,1,0
15571816,Spain,Female,70,0,1,1,0
15670080,Germany,Female,29,105204.01,1,1,0
15800440,Spain,Male,61,152968.73,1,1,0
15665678,Spain,Male,36,158261.68,1,1,0
15665956,France,Female,46,0,1,0,1
15788126,Spain,Female,38,121021.05,1,1,0
15811773,France,Male,36,0,2,1,0
15651674,Spain,Female,54,0,1,0,1
15689614,Spain,Female,63,137715.66,1,1,0
15795564,Germany,Male,31,121192.22,2,1,0
15706647,France,Male,31,0,3,1,0
15728505,France,Male,44,100486.18,2,1,0
15730076,France,Male,45,0,1,0,1
15622003,France,Male,35,92566.53,2,0,0
15607312,Spain,Female,49,0,2,1,1
15644753,Spain,Male,40,110929.96,1,1,0
15653620,France,Female,27,0,2,1,0
15761986,Spain,Female,32,138901.61,1,0,0
15633922,France,Male,30,123217.66,2,1,0
15734674,France,Female,41,0,1,0,0
15658032,France,Male,39,0,2,1,0
15692671,Spain,Male,36,0,2,0,0
15737741,Spain,Female,33,108431.87,2,1,1
15576352,Spain,Female,57,0,2,1,0
15753719,Germany,Female,30,72392.41,1,0,0
15803689,Germany,Female,51,119741.77,2,0,1
15718057,France,Female,51,100946.71,1,0,1
15722010,Spain,Male,53,170491.84,1,0,1
15680998,France,Male,44,0,1,1,0
15614782,France,Male,36,0,1,0,0
15591047,Spain,Female,47,157296.02,2,0,1
15788291,Germany,Female,38,144606.22,1,1,1
15604044,France,Male,38,134811.3,1,0,0
15679587,France,Female,34,115897.12,1,1,0
15775153,Spain,Male,32,82034,1,0,0
15603925,Spain,Female,26,174318.13,2,1,0
15680970,Germany,Female,41,114206.84,1,0,0
15697183,Spain,Male,43,0,2,0,0
15567446,Germany,Male,39,111574.41,1,1,0
15637476,Germany,Female,57,162448.69,1,0,1
15714939,Germany,Female,34,148249.54,1,1,0
15683503,France,Female,43,0,3,1,1
15645569,Spain,Female,26,123709.46,2,1,0
15782569,France,Female,72,0,1,1,0
15592387,France,Male,30,0,1,0,1
15609286,France,Male,37,150525.8,1,1,0
15814035,France,Male,29,0,1,1,0
15661249,France,Male,53,0,2,1,0
15629117,France,Male,28,0,2,0,0
15607170,France,Male,35,0,2,1,0
15586585,Germany,Female,51,111018.98,1,0,0
15686611,France,Male,30,129755.99,1,0,0
15603203,France,Female,27,0,2,0,0
15619857,France,Female,64,129555.7,1,1,0
15805062,Spain,Male,38,87202.38,1,1,0
15660271,Germany,Male,26,146133.39,1,1,0
15745295,Spain,Female,31,0,1,0,1
15719352,Spain,Male,39,170184.99,2,0,0
15766575,Germany,Female,62,140745.33,1,0,1
15594594,Spain,Male,42,139070.51,1,1,0
15646161,Spain,Female,37,0,2,1,0
15682585,France,Male,35,114193.24,1,0,0
15603134,Spain,Female,40,167878.5,1,1,0
15636444,Germany,Female,53,141616.55,2,1,0
15773456,Germany,Male,36,145747.67,2,1,0
15745307,Spain,Female,48,129120.64,1,1,0
15604119,Spain,Male,35,110349.82,1,0,0
15626900,France,Male,29,141325.56,1,1,0
15605447,France,Male,49,78653.84,1,0,0
15589030,France,Male,47,0,2,1,0
15692463,Spain,Female,28,142253.65,1,0,0
15712403,France,Female,61,0,1,0,1
15811762,Germany,Female,54,115988.86,1,0,1
15718673,Spain,Female,33,75592.43,1,0,0
15724282,Germany,Male,44,164113.04,2,1,0
